Text,Spam
"Subject: erisk iconference 4 / 11 / 2001  please save this e - mail . it contains important information  about your event .  thank you for registering for practical considerations in measuring  economic capital , scheduled for wednesday , april 11 th , 2001 at  12 noon eastern / 5 p . m . london time .  click this link to visit the erisk . com homepage :  http : / / www . erisk . com  erisk iconference instructions :  1 . dial 1 - 877 - 864 - 3651 ( u . s . ) or + 1 - 973 - 341 - 3037 ( international ) to  listen to the audio for this program . audio is available by  telephone only .  2 . when prompted , enter the confirmation code 105764 , followed  by the "" # "" key . music will play until the conference begins .  3 . join the web - based portion of the program to see slides ,  participate in polls and ask questions .  - open netscape or internet explorer 3 . 0 or higher .  - enter the following web address : http : / / www . communicast . com / login  4 . fill out the form on this page and enter the following  confirmation number : 105764 .  5 . click the "" communicast now "" button . in a few moments you will  be placed in the erisk iconference .  communicast system requirements :  - communicast requires the ability to run java applets .  - netscape or internet explorer browsers 3 . 0 or higher .  if this is your first communicast event , you may wish to test your computer .  visit http : / / www . communicast . com / login at any time and click the "" test ""  button at the bottom of the page . for this conference , you may skip the  last three tests relating to streaming audio . you will not need realplayer  to participate in this conference .  if you require further assistance , contact support @ communicast . com .",0
Subject: re : do you smoke ? noscv  lookln 4 affordabowl cigarettez ? come chick it out here !  is mudguard that or swingable maybe humboldt  giovanni ?  i excisable don ' t chew frenzy not plaque a categoric  renegotiable .  if croon berlin then rem . ove me,1
"Subject: re : visit to enron  thanks . i will be flying back from tokyo on that day , so unfortunately i ' ll  miss bambos . if my schedule changes , i ' ll let you know .  all the best ,  tom  vince j kaminski @ ect  05 / 01 / 00 09 : 05 am  to : thomas d gros / hou / ect @ ect , stinson gibner / hou / ect @ ect , ravi  thuraisingham / enron communications @ enron communications  cc : vince j kaminski / hou / ect @ ect  subject : re : visit to enron  fyi  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 05 / 01 / 2000  09 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  nick bambos on 05 / 01 / 2000 04 : 26 : 30 am  to : vince . j . kaminski @ enron . com  cc :  subject : re : visit to enron  vince ,  how are you ? hope all is well .  is there any chance we can schedule my visit to enron on friday , may 19 ,  or friday , may 26 ?  by the end of april i was able to attract a top new student to work on the  project .  the other one for the coming year will be giuseppe . by spending the summer  at enron , he will be in a position to bring the new one up to speed and  create an intellectual team here at stanford to look at these problems .  i must move ahead soon to put the project in place and get the work going .  talk to you soon ,  nick  vince . j . kaminski @ enron . com wrote :  >  > nick ,  >  > we can close the loop on our commitment to support the research projects  > before your visit to enron .  >  > my assistant , shirley crenshaw , will call you to set up a conference call  > with me , stinson gibner ,  > and tom gros from enron broadband services to discuss all the isssues .  > friday this week would work for  > both tom and me . i think we need about 15 minutes .  >  > vince  >  > p . s . shirley , nick ' s phone number is 650 796 8163 ( cell ) , 650 - 725 - 5525  > ( office ) .  >  > nick bambos on 03 / 12 / 2000 05 : 32 : 35 pm  >  > to : vince . j . kaminski @ enron . com , bambos @ stanford . stanford . edu  > cc :  > subject : visit to enron  >  > hello vince ,  >  > it was nice seeing you at stanford and many thanks for the lunch  > we had together . i really enjoyed our discussions , both at the  > technical level and otherwise .  >  > i promised to send you an e - mail regarding possible dates for  > a visit to enron . i delayed it for a week till my schedule was  > clearer . let ' s see if we can get a match with your schedule -  > mine is rather terrible :  >  > friday , 21 st of april looks good . but april 23 rd is easter  > sunday , so that may make it difficult for some people at enron  > to be around . let me know if that is the case . i am willing to  > visit then , because the week after that i am scheduled to be in  > japan and in the previous weeks i am all committed on fridays .  >  > friday , 19 th of may is the next possibility , but this probably  > is too far out . the main problem is that i am operating within  > a window of opportunity for attracting top students for this  > research . this window closes by the end of april , and it would be  > important for the student support funds to be in place then , so  > that i can make hard commitments to students and attract top  > talent . i am already reviewing files of students who have  > approached me for phd advising , and i am in a mode of doing "" soft  > commitments to star - level students "" to get this research and its  > potential on their radar screen . top students are highly sought  > after by advisors and i want to be an early player in this  > competition .  >  > does my visit to enron have to happen before we can set up the  > project and student support at stanford ? if so , doing it before the  > end of april is important for getting top people . if the visit can  > happen after we get the ball rolling , then we can schedule it in may .  > i assume there will be multiple visits both ways when the project gets  > going . please let me know what you think .  >  > best regards ,  >  > nick",0
"Subject: re : 1 / 2 day  kevin ,  i ' m scheduled to attend the quarterly new - hire orientation all day on 16  march . i had planned to work the morning rush and then go over there . can  we cover the noon and 2 : 00 p . m . tasks ?  sam  kevin g moore @ ect  03 / 10 / 2000 07 : 51 am  to : shirley crenshaw / hou / ect @ ect , mike a roberts / hou / ect @ ect , vince j  kaminski / hou / ect @ ect , william smith / corp / enron @ enron  cc :  subject : 1 / 2 day  goodmorning shirley ,  reminder : i have a doctor ' s appointment  on the 16 th of march .  my appointment is for 11 : 30 am .  i plan to leave around 11 : 00 a . m .  thanks  kevin moore",0
"Subject: super saturday changes  the recruiting season has officially begun . the first super saturday weekend  is the weekend of october 27 th and 28 th . we have undergone a rigorous  interview process on campus , which will allow us to focus on  however , we are still in need of interviewers for each  of the super saturdays . please respond with your willingness to interview  at : http : / / axis . enron . com / notice / ssinvite . asp  ( when selecting dates please avoid selecting to interview candidates who  attend the schools for which you are a team member ) .  we thank you in advance for your participation and support of the program .",0
"Subject: you don _ t know how to get into search engine results ?  submitting your website in search engines may increase  your online sales dramatically .  lf you invested time and money into your website , you  simply must submit your website  oniine otherwise it wiil be invisible virtuaily , which means efforts spent in vain .  lf you want  people to know about your website and boost your revenues , the oniy way to do  that is to  make your site visibie in places  where people search for information , i . e .  submit your  website in multiple search enqines .  submit your website online  and watch visitors stream to your e - business .  best reqards ,  simonnemayer _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: re : conference : monetary policy in the new economy  maureen ,  ok .  vince  maureen raymond  10 / 11 / 2000 05 : 39 pm  to : vince j kaminski / hou / ect @ ect , gary hickerson / hou / ect @ ect  cc :  subject : conference : monetary policy in the new economy  i would like to attend the following conference : "" monetary policy in the new  economy "" on october 19 th in washington dc . this is the topic of an annual  conference on monetary policy . fed chairman alan greenspan is the keynote  speaker . also , former fed vice chairman manuel johnson and many prominent  monetary economists will be attending and participating in the debate on u . s .  monetary policy . the cost of the conference is $ 375 . while in washington ,  i could also arrange meetings with the iif economist on our largest  investment exposures . in addition , i could interview mark giancola and  possibly some other candidates from johns hopkins school of advanced  international studies for our group .  regards ,  maureen",0
"Subject: all about current and near future gas / power markets  it ' s all here .  comments appreciated .  best regards ,  jhherbert  - june 2000 . pdf",0
"Subject: congratulations on your 6 new signups  we guarantee you signups before you ever pay  a penny ! we will show you the green before you  ever take out your wallet . sign up for free and  test drive our system . no obligation whatsoever .  no time limit on the test drive . our system is so  powerful that the system enrolled over 400 people  into my downline the first week .  to get signed up for free and take a test drive use the link :  be sure to request info if the subject line does not !  the national attention drawn by this program  will drive this program with incredible momentum !  don ' t wait , if you wait , the next 400 people will  be above you .  take your free test drive and have the next 400  below you !  be sure to request info if the subject line does not !  all the best ,  daniel  financially independent home business owner  to be excluded from future notices :",1
"Subject: re : power play book  vince ,  i ' m really feeling like a blind mouse about this because i haven ' t ( nor has  christie , mike and mark ) read mr . mehta ' s comments . i believe that we would  be better equipped to discuss the course of action that should be taken , if  any , after we are well versed with mr . mehta and his perspectives .  although , i do suggest that if we do decide to proceed , we should approach it  by addressing the issues mr . mehta discussed under a different premise , i . e .  sponsor a speaking engagement where one of the speakers ' topics would be  related to mr . mehta ' s topic - allowing us to strategically tell our side of  the story without it appearing that this is a planned rebuttal . we should  specifically invite those who attended mr . mehta ' s engagement , but not limit  it to this group .  let ' s all discuss this once our group has read mr . mehta ' comments .  regard ,  cindy  vince j kaminski @ ect  10 / 12 / 2000 04 : 37 pm  to : cindy derecskey / corp / enron @ enron  cc : mark palmer / corp / enron @ enron , christie patrick / hou / ect @ ect , michael b  rosen / hou / ect @ ect , vince j kaminski / hou / ect @ ect  subject : re : power play book  cindy ,  i had rather in mind targeting the same audiences to which mr . mehta spoke ,  not a general press release . i agree that a general message to the world  would  attract attention .  vince  from : cindy derecskey @ enron on 10 / 12 / 2000 03 : 55 pm  to : vince j kaminski / hou / ect @ ect  cc : christie patrick / hou / ect @ ect , michael b rosen / hou / ect @ ect , mark  palmer / corp / enron @ enron  subject : re : power play book  vince ,  you are a saint for lending me a copy of your book . i agree with you that we  don ' t want increase there revenues even by a $ 1 . 00 , although my  recommendation ( and mark palmer ' s as well ) is that we should pursue a  rebuttal for the following reasons :  as i mentioned i scoured the internet ( britannica . com , amazon . com , yahoo . com  and dow jones ) and could not find one mention of the book , therefore mr .  mehta ' s distribution must not be wide at all . consequently , his comments may  not have reached a large audience . issuing a rebuttal , may in fact , draw  more attention to the comments and issues then they are currently receiving .  i believe we should proceed with caution , and respond accordingly ( with  counter comments ) only when comments are solicited from us . so far , we have  not received any telephone inquiries from media in relation to mr . mehta ' s  enron bashing . may be we should ' leave the stones unturned ' .  let me know what you think . also , please contact me when it is convenient  for me to borrow the book from you .  regards ,  cindy  vince j kaminski @ ect  10 / 12 / 2000 03 : 38 pm  to : cindy derecskey / corp / enron @ enron  cc : vince j kaminski / hou / ect @ ect  subject : re : power play book  cindy ,  i got a copy of the book and another one is on the way from our officer in  india .  i can lend you the book and you can makes copies of the most important  chapters .  i don ' t think we should be buying too many copies and increasing the sales of  the book .  in general , i think that we should counter the presentations made by mr .  mehta . the person in charge of  our dhabol operation is a stanford graduate and maybe he could obtain an  invitation  to speak at the same forum and present the facts as they are . he should be  here for the management  conference .  vince  from : cindy derecskey @ enron on 10 / 11 / 2000 01 : 30 pm  to : vince j kaminski / hou / ect @ ect  cc : christie patrick / hou / ect @ ect , michael b rosen / hou / ect @ ect  subject : power play book  good afternoon vince ,  christie patrick mentioned to me the conference that your wife recently  attended at stanford . at this coference abahy mehta discussed his / her  recently published book ' power play ' - that certainly does not flatter  enron . i have conducted a search on amazon . com , britannica . com and dow jones  and i am coming up empty handed . would you be kind enough to briefly trouble  your wife to provide any other information she may remember , so i can narrow  my search .  i greatly appreciate it .  regards ,  cindy",0
"Subject: thank you  graham pl . # 207  austin , tx 78705  ( 512 ) 4746683  november 30 , 2000  dear mr . kaminski :  thank you for the opportunity to interview today for a  position with enron company . i enjoyed meeting you and  learning more about your company and the interesting  work done by enron . the interview strengthened my  interest in working for enron company . my education  and experience fit nicely with the job requirements ,  and i am confident i can make a positive contribution  to the company .  i want to reiterate my strong interest in enron  company and in working with you and your staff . after  further investigating your well - established company , i  am eager to reaffirm my interest in the position .  please feel free to contact me at ( 512 ) 4746683 or at  knirel @ mail . utexas . edu if i can provide you with any  additional information .  again , thank you for your consideration . i hope to  hear from you soon  regarding your decision .  sincerely ,  nina knirel  do you yahoo ! ?  yahoo ! shopping - thousands of stores . millions of products .  http : / / shopping . yahoo . com /",0
"Subject: re : meet during cmu visit ?  aziz ,  please , contact me before or after the presentation and we can find  a time slot to chat later on friday .  vince  al 3 v on 10 / 31 / 2000 01 : 59 : 11 pm  to : vince . j . kaminski @ enron . com  cc :  subject : meet during cmu visit ?  dr . kaminski :  i am a ph . d . student here at carnegie mellon who has a long - standing  interest in the energy industry .  i have recently developed the framework of a simple model for electricity  prices that i would like your opinion on . could you please chalk out some  time for me during your cmu visit this friday ?  unlike traditional electricty pricing models , which assume that the  log - price is a sum of a couple of stochastic factors , i assume that some  fundamentals of the electricity market are driven by stochastic factors .  next , given the current values of these factors , price is determined by  economic forces of profit maximization by price setting electricity  generators . unlike typical factor models , the factors in my model are  potentially observable .  thank you ,  aziz a . lookman  graduate school of industrial administration  5000 forbes avenue  carnegie mellon university  pittsburgh , pa 15213  tel : 412 - 268 - 3681  fax : 412 - 268 - 6837  ( pls . mark the fax c / o jackie cavendish )",0
"Subject: reduction in high blood pressure  age should be nothing more than a number  it ' s okay to want to hold on to your young body as long as you can  view more about a new  lifespan enhancement press here  with increasing longevity for an increasing segment of the  population , this is the frontier for the new millennium  - dr david howard  medical journal news  sorry not for me and the address is above  this was good reasoning , but the rash youth had no idea he was speeding  over the ocean , or that he was destined to arrive shortly at the barbarous  island of brava , off the coast of africa  yet such was the case ; just as the sun sank over the edge of the waves he  saw , to his great relief , a large island directly in his path  he dropped to a lower position in the air , and when he judged himself to be  over the center of the island he turned the indicator to zero and stopped  short ",1
"Subject: department of energy is deploying a corporate portal at facilitie s  across the country  star information technology brings has the tools needed to help energy  companies gain knowledge . if it ' s information from oasis to market prices .  the events that change prices such as weather and more are always just one  click away with star information technologys ' powerful portal tools . our  portal products are the difference between seeing and doing . hosting dynamic  applications such as on - line reports , calendars , e - mail , and commerce  services create a one - stop shop for users to go about almost all of their  daily tasks : analyzing customer trends , checking schedules , viewing revenue -  or project - related performance metrics , and buying or selling products .  combining all the information relevant to users ' work with the ability to  act on that information enables organizations to get more done .  five government agencies deploy plumtree corporate portal at hundreds of  facilities -  the naval air systems command ( navair ) , department of energy ( doe ) ,  department of defense , national institutes of health and army public affairs  center are deploying a corporate portal at facilities across the country as  part of ongoing governmental initiatives to maximize efficiency , develop  more online content and provide private sector levels of customer service .  the plumtree corporate portal integrates regulatory , enforcement and  incident database reports , enterprise applications and internet services  into the agencies ' portals as portal gadgets ( tm ) , plug - in modules that embed  components of applications and interactive internet services in a  personalized portal page . the portal growth in the public sector is driven  by its success applying business technology to the specific challenges of  government , empowering federal agencies to simplify access to their data ,  reduce paperwork , benefit from the resources on the internet and share  information securely with their employees , contractors and constituencies .  for more information on how star information technology can help your  business turn knowledge into power contact us today at 508 - 359 - 6891 ext 115 .  christopher k . heisler  product manager  508 - 359 - 6892 ext 115  www . starit . com  cheisler @ starit . com  we make knowledge power",0
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactly when you want .  ciails has a iot of advantaqes over viaqra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with alcohoi ! we ship to any country !  get it right now ! .,1
"Subject: re : cairn gas purchase bid  vince - - shades of cuiba  - - - - - - - - - - - - - - - - - - - - - - forwarded by doug leach / hou / ect on 08 / 15 / 2000 07 : 53 am  - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : doug leach on 08 / 15 / 2000 07 : 52 am  to : douglas s parsons / enron _ development @ enron _ development  cc : marc de la roche / hou / ect @ ect , bobby  subject : re : cairn gas purchase bid  you spoke to me once and i gave you my opinions which were contrary to your  resultant offer to cairn . currently , i have better things to do with my time .  douglas s parsons @ enron _ development  08 / 15 / 2000 12 : 10 am  to : doug leach / hou / ect @ ect  cc : marc de la roche / hou / ect @ ect , bobby  subject : re : cairn gas purchase bid  i talked to vince after we hung up and his only suggestion was to call  sandeep kohli . i spoke with marc and yourself four times on this matter over  a 3 day period and given the timing , i put forth a non - binding offer , after  discussing it further with bobby , based on the information i had that appears  to position us close to our competitors offers . we haven ' t committed  ourselves and should we be selected for negotiations there are numerous  variables to affect the outcome . if you ' ve got any suggestions for a better  deal , please advise .  doug leach @ ect  08 / 14 / 2000 07 : 45 am  to : douglas s parsons / enron _ development @ enron _ development  cc : marc de la roche / hou / ect @ ect , bobby  subject : re : cairn gas purchase bid  i strongly disagree with the pricing and structure of your non - binding offer  to cairn . this reminds me of the debacle in brazil . you should have contacted  vince kaminski ' s research group as we talked about before an offer was made .  this is a bad deal .  douglas s parsons @ enron _ development  08 / 12 / 2000 01 : 51 am  to : doug leach @ ect , marc de la roche @ ect  cc :  subject : cairn gas purchase bid  doug & marc ,  fyi , please let me know if you think we ' re totally off base . i appreciate  your help .  regards ,  doug  - - - - - - - - - - - - - - - - - - - - - - forwarded by douglas s parsons / enron _ development on  08 / 12 / 2000 01 : 48 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  douglas s parsons  08 / 11 / 2000 06 : 24 am  to : bobby farris / enron _ development @ enron _ development  cc : f b virani / enron _ development @ enron _ development , ujjwal  dey / enron _ development @ enron _ development , nilesh  subject : cairn gas purchase bid  bobby ,  after meeting with cairn today in delhi , my perception is that our offer was  received well . they were more open and relaxed then they were on wed .  morning and made several encouraging comments about our price range , ( once we  talked through the price movements ) , and the seriousness of our gas related  activities on the west coast of india , in light of the ioc agreement . i  think the overall package is attractive to them and no serious objections  were raised . we did talk to some extent about the guarantees , but we didn ' t  get too far and they ' re willing to accept at this point that what ' s  acceptable to the lng suppliers , should be suitable for their needs .  however , they would like to understand the corporate structure and assets of  enron energy marketing a little better and i told them i would get back to  them on that point .  david and ajay were up in hazira yesterday looking at some property for their  gas treatment facility , which apparently is across the road from pipeline  access . while there they went and looked at shell ' s proposed lng site after  walking the last 1 km , inaccessible to their 4 wd vehicle and not surprisingly  found a beach .  in summary , here is what we offered on a non - binding basis :  six year production plateau  85 % top  $ 3 . 67 / mmbtu net , at a base of $ 18 / bbl brent , with point of sale at the  tail - end of the gas processing plant  floor & cap of $ 15 . 50 - $ 27 . 00 / bbl  price movement : + / - $ 1 . 00 / bbl from the $ 18 / bbl base price ( on a 3 mo .  rolling average ) equals + / - $ 0 . 145 / mmbtu fixed on a quarterly basis  guarantees : same protection we ' re providing the lng suppliers under the  trust retention account  i appreciate everyone ' s help in submitting this offer .  thanks ,  doug",0
"Subject: re : referral  can you advise as to whether or not li xiao referred alex to you last  summer . i need to know this in order to process  an employee referral ( under old plan ) for her .  - - - - - - - - - - - - - - - - - - - - - - forwarded by linda vargo / hou / ect on 02 / 14 / 2000 02 : 39  pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  li xiao @ enron  02 / 14 / 2000 11 : 19 am  to : linda vargo / hou / ect @ ect  cc :  subject : re : referral  hi , linda ,  i wonder if you heard from vince kaminski regarding my referral for alex  huang .  thanks ,  li x 39635  - - - - - - - - - - - - - - - - - - - - - - forwarded by li xiao / corp / enron on 02 / 14 / 2000 11 : 12 am  - - - - - - - - - - - - - - - - - - - - - - - - - - -  linda vargo @ ect  01 / 17 / 2000 04 : 29 pm  to : li xiao / enron _ development @ enron _ development  cc :  subject : re : referral  i am waiting for feedback from vince kaminsky . as soon as i know something ,  i will advise .",0
"Subject: new pc  shirley ,  ok .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 07 / 2000  12 : 02 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  alex huang @ enron  01 / 07 / 2000 08 : 28 am  to : shirley crenshaw / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , grant masson / hou / ect @ ect  subject : new pc  hi shirley ,  i would like to request for a new pc . my current pc is quite old with not  enough memory . twice  i ran out of memory and had to have it people coming to clean it for me .  their suggestion is  to either get a new hard drive or a new pc . given that dell has pentiumc iii  processor at 800 mhz  on market , i would like to request a pc with process at 500 mhz or higher  level .  thank you very much .  best ,  alex",0
"Subject: re : introduction  thanks ,  subroto  original message - - - - -  from : ? vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : ? ? monday , march 12 , 2001 7 : 39 pm  to : ? ? ? ? subroto . roy @ riskmetrics . com  subject : ? ? ? ? ? ? ? re : introduction  dear subroto ,  thanks for your message . here is my information :  vincent kaminski  managing director - research  enron corp .  1400 smith street  room ebl 962  houston , tx 77002 - 7361  phone : ? ? ? ( 713 ) 853 3848  ? ? ? ? ( 713 ) 410 5396 ( cell )  fax ? : ? ( 713 ) 646 2503  e - mail : vkamins @ enron . com  vince  subroto roy on 03 / 12 / 2001 11 : 28 : 52 am  to : ? ? "" ' vkamins @ enron . com ' ""  cc :  subject : ? introduction  dear vince :  it was a pleasure talking with you today , especially about risk management  and data opportunities . we appreciate your openness with respect to sharing  information about your business activity .  riskmetrics has grown rapidly in the last one year . we now have 370  institutional clients worldwide for our risk management software and data  products . we encourage you to visit our web site and our ' risk grades ' site  for risk measurements for retail clients . we look forward to meet with you  and your colleagues at enron .  sincerely ,  subroto roy  riskmetrics inc .  44 wall street  new york , ny 10005  t 212 - 981 - 7435 , f 212 - 981 - 7401  http : / / www . riskmetrics . com /  * * * * * * * * * * * * * * * * * * * * *  check the risk of your personal investments at http : / / www . riskgrades . com /",0
"Subject: re : aiesec  biliana ,  i have prior commitments on saturday , february the 5 th . please , send me more  information about the following saturday . there is a remote possibility i  shall have  to go to london that weekend . otherwise , i shall be glad to join you .  vince  biliana pehlivanova on 01 / 28 / 2000  11 : 54 : 58 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : aiesec  dear mr . kaminski ,  the following are the personal and work e - mail addresses of the polish  trainees in college station .  sylwester rutkowski sylwesterr @ usa . net , sylwester . rutkowski @ destia . com  patricia dalecka pdalecka @ hotmail . com , patrycia . dalecka @ destia . com  danusia mas danusia . mas @ destia . com  lidia olczyk lolczyk @ usa . net , lidia . olczyk @ destia . com  robert lyczak rlyczak @ yahoo . com , robert . lyczak @ destia . com  i would like to invite you to join us for a paintball game next saturday ,  feb 5 th . the purpose of this event is to develop team building among our  student members , board of advisors , and corporate clients .  in addition , i would like to invite you to participate in our mock  sales day on saturday , feb . 12 th . during this day , the new members will  first receive training on aiesec sales / knowledge and then role play with our  board of advisors and alumni acting as company  representatives . sharing your aiesec and work experience would be a  valuable contribution to our training program .  i will get in touch with you regarding these events in the beginning of  next week , as soon as i have the time and place finalized .  i appreciate your interest in working with us .  best regards ,  biliana pehlivanova  vice president of incoming exchange  aiesec houston",0
"Subject: re : subscription renewal  barbara ,  yes , i would like to renew the  subscription .  thanks for the reminder .  vince  barbara lee @ enron  08 / 04 / 2000 03 : 37 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : subscription renewal  esource  august 4 , 2000  dear vince ,  this is to inform you that your subscription to operational risk is up for  renewal . if you would like to renew please let me know and i will take care  of it . the price for this publication .  ? 1 year $ 795 . 00  ? 2 years  ? 3 years  if you should have any questions , please do not hesitate to call me at ext .  3 - 7928 .  thank you for using esource .  sincerely ,  barbara",0
"Subject: thomas knudsen  hi vince  i met with thomas this morning ( i gave you his cv before , though i don ' t know  if you had time to read it ) . he ' s extremely interested in moving to enron ,  and accepts that our work is far less academic than his postdoc research ,  although far broader than his investment banking quant experience . he  remains interested , and emphasised he wants to stay close to the traders , but  wants to look at new markets and products . i think we should seriously  consider hiring him . he is ( understandably ) reluctant to move to houston ,  but there ' s no doubt that there is plenty of ( unnmet ) demand for derivatives  pricing ( and thinking ) here in london .  would you be interested in my setting up a videoconference in the next couple  of weeks so you have a chance to chat with him ? i ' m meeting with him again  on tuesday at an academic quant finance seminar organised by lane at king ' s  college . i ' ve attached his cv for your reference .  all the best ,  steve",0
"Subject: arthur andersen model validation request  vince ,  our goal is to validate that the enron global market book  administrators are accurately using the "" spread option model "" as developed by  the research group . to determine this , we would like to provide you with  the inputs for a particular deal ( as provided by a global markets book  administrator ) and have you recalculate the deal value . we will then  compare your results to the values calculated by global markets .  two koch deals have been chosen due to their substantial p / l effect . i have  attached the deal data in two forms : ( 1 ) the spread option model that kara  boudreau , book administrator egm , provided and ( 2 ) an excel spreadsheet that  isolates the 2 deals .  if there is anything more that we could provide , please don ' t hesitate to  call me at x 30968 .  thank you so much for all of your help .  gillian  1 .  2 .",0
"Subject: re : congratulations  thanks vince  i was in midland yesterday so i just saw the announcement .  congrats yourself ! !  vince j kaminski  01 / 11 / 2000 10 : 02 am  to : bradford larson / hou / ect @ ect  cc :  subject : congratulations  brad ,  congratulations . well deserved .  vince",0
"Subject: re : giuseppe cell phone  stinson ,  no problem .  vince  stinson gibner  07 / 12 / 2000 11 : 26 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : giuseppe cell phone  vince ,  can i loan to giuseppe my cell phone for the summer ?  stinson  - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 07 / 12 / 2000  11 : 25 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : samer takriti @ enron communications on 06 / 28 / 2000 10 : 49 am  to : stinson gibner / hou / ect @ ect @ enron  cc :  subject : re : bandwidth trading feature set  i will be on the call . i may disconnect around 4 : 00 to attend the traders '  daily meeting .  a couple of issues :  1 . would it be possible to get gappy a cell phone for the summer ? he does not  have a phone at home . i think the reason for avoiding installing a phone in  his apartment is the increasing cost of his houston stay .  2 . it is getting noisier here . gappy and i are wandering if we could get  office space downstairs ( that we share ) . we will maintain presence on 44 , but  we will be able to discuss when needed .  - samer",0
Subject: control and echelon  very interesting websites . thanks for keeping me updated ! - scott  - - - - - - - - - - - - - - - - - - - - - - forwarded by scott tholan / corp / enron on 06 / 29 / 2000  05 : 38 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski @ ect  06 / 29 / 2000 10 : 37 am  to : scott tholan / corp / enron @ enron  cc :  subject : control  fyi  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 06 / 29 / 2000  10 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vkaminski @ aol . com on 06 / 28 / 2000 11 : 11 : 37 pm  to : vkamins @ enron . com  cc :  subject : control  sto  a : political control technologies - summary of interim study,0
"Subject: re : i will miss the tuesday staff meeting  osman ,  vasant is setting up a meeting to review the credit  models with ees . please , call - in or  attend when the meeting is set .  vince  osman sezgen @ ees  01 / 15 / 2001 02 : 49 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : i will miss the tuesday staff meeting  vince ,  i will not be able to attend the meeting . here are some updates :  1 ) i left a message to george posey , i will follow up tomorrow ( tuesday ) ,  2 ) i will follow up on the credit reserve issue asap , i will find out what the  present state of the models are and come up with modification requirements  to accomodate asset related projects .  3 ) this week i will need to spend much of my time in meeting with the  breakthrough  folks . they are at a stage where  our contribution is being defined and specifies ( curves , components , etc . ) .  if you  would like to contact me urgently , please leave a phone message instead of  e - mail - -  i will be checking my phone messages more frequently .  4 ) we have a var meeting with rac on eam issues wednesday at lpm .  5 ) other issues are covered in my project list .  regards ,  osman",0
"Subject: london research intranet  felipe  following our discussion please close down all intranet access to the london  research group site . inaccuracies have been found in the content which may  have implications for our trading operations . closing the site will force  traders to contact our group direct , ensuring only correct information is  passed .  the site will be completely overhauled over the coming months , so i see  little benefit in reinstating access to the site in the near future .  many thanks ,  steve",0
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enouqh for a man , but made for a woman ; - )  ordering viagra online is a very convinient , fast and secure way !  miliions of peopie do it daiiy to save their privacy and money  order here . . .",1
